age,gender,race,city,state,county,year,fips
23,Male,African-American/Black,Bronx,NY,bronx,2016,36005
23,Female,European-American/White,Addis,LA,w. baton rouge,2016,22121
23,Male,African-American/Black,San Francisco,CA,san francisco,2016,6075
23,Male,African-American/Black,Columbus,OH,franklin,2016,39049
23,Male,African-American/Black,Beckville,TX,panola,2016,48365
23,Male,Hispanic/Latino,Albuquerque,NM,bernalillo,2016,35001
23,Female,African-American/Black,St. Louis,MO,st. louis,2016,29189
23,Male,Hispanic/Latino,Newark,CA,alameda,2016,6001
23,Male,Hispanic/Latino,Los Angeles,CA,los angeles,2016,6037
23,Male,European-American/White,White Plains,KY,hopkins,2016,21107
23,Male,European-American/White,Biloxi,MS,harrison,2016,28047
23,Male,African-American/Black,Riverdale,GA,clayton,2016,13063
23,Male,African-American/Black,Appleton,WI,outagamie,2016,55087
23,Male,African-American/Black,Columbus,OH,franklin,2016,39049
23,Male,African-American/Black,Memphis,TN,shelby,2016,47157
23,Male,European-American/White,Anchorage,AK,anchorage,2016,2020
23,Male,African-American/Black,St. Louis,MO,st. louis city,2016,29510
23,Female,European-American/White,Bend,OR,deschutes,2016,41017
23,Female,African-American/Black,Randallstown,MD,baltimore,2016,24005
23,Male,African-American/Black,Spokane Valley,WA,spokane,2016,53063
23,Male,African-American/Black,Milwaukee,WI,milwaukee,2016,55079
23,Male,European-American/White,Beaumont,TX,jefferson,2016,48245
23,Male,African-American/Black,Stafford,TX,fort bend,2016,48157
23,Male,European-American/White,Louisville,NE,cass,2016,31025
23,Male,European-American/White,Beaumont,TX,jefferson,2016,48245
23,Female,Native American/Alaskan,Auburn,WA,king,2016,53033
23,Male,European-American/White,Corpus Christi,TX,nueces,2016,48355
23,Male,African-American/Black,Salisbury,NC,rowan,2016,37159
23,Male,African-American/Black,Newark,NJ,essex,2016,34013
23,Male,African-American/Black,Hattiesburg,MS,forrest,2016,28035
23,Male,Hispanic/Latino,Los Angeles,CA,los angeles,2016,6037
23,Male,Hispanic/Latino,Houston,TX,fort bend,2017,48157
23,Transgender,European-American/White,Sharon,PA,mercer,2017,42085
23,Female,European-American/White,Youngstown,OH,mahoning,2017,39099
23,Male,African-American/Black,Reagan,TN,henderson,2017,47077
23,Male,African-American/Black,Commerce,GA,jackson,2017,13157
23,Male,African-American/Black,Arlington,TX,tarrant,2017,48439
23,Male,Hispanic/Latino,Moultrie,GA,colquitt,2017,13071
23,Male,African-American/Black,Rocklin,CA,placer,2017,6061
23,Male,African-American/Black,Napa,CA,napa,2017,6055
23,Male,European-American/White,Redding,CA,shasta,2017,6089
23,Male,African-American/Black,Fayetteville,AR,washington,2017,5143
23,Male,African-American/Black,Newark,NJ,essex,2017,34013
23,Male,Hispanic/Latino,Ozark,MO,NA,2015,29043
23,Male,Hispanic/Latino,Springfield,MO,NA,2016,29077
23,Male,Race unspecified,Kansas City,MO,NA,2013,29095
23,Male,European-American/White,Montgomery City,MO,NA,2016,29139
23,Female,Race unspecified,Hazelwood,MO,NA,2015,29189
23,Male,Race unspecified,Phoenix,AZ,NA,2014,4013
23,Female,Race unspecified,Tonopah,AZ,NA,2017,4013
23,Male,Race unspecified,East Cleveland,OH,NA,2016,39035
23,Male,Race unspecified,Euclid,OH,NA,2017,39035
23,Male,European-American/White,Centralia,IL,NA,2016,17121
23,Male,Hispanic/Latino,Denver,CO,NA,2016,8031
23,Male,Hispanic/Latino,Colorado City,CO,NA,2016,8101
23,Male,Race unspecified,Fremont,CA,NA,2014,6001
23,Male,Race unspecified,Fresno,CA,NA,2014,6019
23,Male,Race unspecified,South Gate,CA,NA,2015,6037
23,Male,Race unspecified,Azusa,CA,NA,2013,6037
23,Male,Hispanic/Latino,Pomona,CA,NA,2015,6037
23,Male,Hispanic/Latino,Los Angeles,CA,NA,2016,6037
23,Male,Race unspecified,Tustin,CA,NA,2014,6059
23,Male,Race unspecified,Orange,CA,NA,2015,6059
23,Male,Hispanic/Latino,National City,CA,NA,2017,6073
23,Male,European-American/White,San Francisco,CA,NA,2013,6075
23,Male,Race unspecified,Flint Township,MI,NA,2014,26049
23,Male,Race unspecified,Detroit,MI,NA,2017,26163
23,Male,Race unspecified,Detroit,MI,NA,2017,26163
23,Female,Race unspecified,Shiprock,NM,NA,2013,35045
23,Male,Hispanic/Latino,Floresville,TX,NA,2016,48493
23,Male,Race unspecified,Minneapolis,MN,NA,2013,27053
23,Female,Race unspecified,Tchula,MS,NA,2014,28051
23,Male,Race unspecified,Hardeeville,SC,NA,2016,45053
23,Male,Race unspecified,Philadelphia,PA,NA,2013,42101
23,Male,Race unspecified,New Haven,CT,NA,2017,9009
23,Male,European-American/White,Ledyard,CT,NA,2016,9011
23,Male,European-American/White,Eagle Mountain,UT,NA,2016,49049
24,Male,Hispanic/Latino,Dallas,TX,dallas,2013,48113
24,Female,European-American/White,Lake Worth,FL,palm beach,2013,12099
24,Male,African-American/Black,Memphis,TN,shelby,2013,47157
24,Male,African-American/Black,Bastrop,TX,bastrop,2013,48021
24,Male,African-American/Black,Hollywood,FL,broward,2013,12011
24,Male,European-American/White,Copperas Cove,TX,coryell,2013,48099
24,Male,European-American/White,Fort Worth,TX,tarrant,2013,48439
24,Male,Asian/Pacific Islander,Long Island City,NY,queens,2013,36081
24,Male,African-American/Black,Goose Creek,SC,berkeley,2013,45015
24,Male,European-American/White,Columbia,SC,richland,2013,45079
24,Male,African-American/Black,Richmond,IN,wayne,2013,18177
24,Male,African-American/Black,Indianapolis,IN,marion,2013,18097
24,Male,African-American/Black,West Carrollton,OH,montgomery,2013,39113
24,Male,African-American/Black,Norcross,GA,gwinnett,2013,13135
24,Male,Hispanic/Latino,Dallas,TX,dallas,2013,48113
24,Male,African-American/Black,Milwaukee,WI,milwaukee,2013,55079
24,Male,African-American/Black,Athens,CA,los angeles,2013,6037
24,Male,Hispanic/Latino,Minneapolis,MN,hennepin,2013,27053
24,Male,African-American/Black,Clintonville,OH,franklin,2013,39049
24,Male,European-American/White,Cardington,OH,morrow,2013,39117
24,Male,European-American/White,Conroe,TX,montgomery,2013,48339
24,Male,European-American/White,Ronks,PA,lancaster,2013,42071
24,Male,European-American/White,Bend,OR,deschutes,2013,41017
24,Male,Hispanic/Latino,Mesa,AZ,maricopa,2013,4013
24,Female,European-American/White,Tucson,AZ,pima,2013,4019
24,Male,African-American/Black,San Angelo,TX,tom green,2013,48451
24,Male,African-American/Black,Orlando,FL,orange,2013,12095
24,Male,African-American/Black,Chicago,IL,cook,2013,17031
24,Male,Hispanic/Latino,La Puente,CA,los angeles,2013,6037
24,Male,African-American/Black,Jacksonville,FL,duval,2013,12031
24,Male,European-American/White,Wichita,KS,sedgwick,2013,20173
24,Male,African-American/Black,Oklahoma City,OK,oklahoma,2013,40109
24,Male,European-American/White,Killeen,TX,bell,2013,48027
24,Male,African-American/Black,Vacaville,CA,solano,2013,6095
24,Male,African-American/Black,Powder Springs,GA,cobb,2013,13067
24,Male,African-American/Black,Kansas City,MO,jackson,2013,29095
24,Male,Hispanic/Latino,Desert Hot Springs,CA,riverside,2013,6065
24,Male,African-American/Black,Brooklyn Center,MN,hennepin,2013,27053
24,Male,African-American/Black,Antioch,CA,contra costa,2013,6013
24,Male,African-American/Black,Tampa,FL,hillsborough,2013,12057
24,Male,African-American/Black,Charlotte,NC,mecklenburg,2013,37119
24,Male,European-American/White,Merrill,WI,lincoln,2013,55069
24,Male,African-American/Black,Indianapolis,IN,marion,2013,18097
24,Male,European-American/White,Phenix City,AL,russell,2013,1113
24,Male,European-American/White,Wenatchee,WA,chelan,2013,53007
24,Male,European-American/White,Anderson,SC,anderson,2013,45007
24,Male,African-American/Black,Warren,OH,trumbull,2013,39155
24,Male,European-American/White,Alamosa,CO,alamosa,2013,8003
24,Male,African-American/Black,West Palm Beach,FL,palm beach,2013,12099
24,Male,Native American/Alaskan,Fort Thompson,SD,buffalo,2013,46017
24,Male,African-American/Black,Pontiac,MI,oakland,2013,26125
24,Male,Native American/Alaskan,Ada,MN,norman,2013,27107
24,Male,African-American/Black,Fairfield,CA,solano,2013,6095
24,Male,African-American/Black,Kenner,LA,jefferson,2013,22051
24,Male,European-American/White,Liberty Township,OH,butler,2013,39017
24,Male,European-American/White,Fort Worth,TX,tarrant,2013,48439
24,Male,European-American/White,Yarmouth Port,MA,barnstable,2013,25001
24,Male,European-American/White,Columbus,TX,colorado,2013,48089
24,Male,European-American/White,Winterville,NC,pitt,2013,37147
24,Male,African-American/Black,Palatka,FL,putnam,2013,12107
24,Male,Hispanic/Latino,Carrizo Springs,TX,dimmit,2014,48127
24,Male,European-American/White,Red Lion,PA,york,2014,42133
24,Male,African-American/Black,Porter,TX,montgomery,2014,48339
24,Male,African-American/Black,Houston,TX,harris,2014,48201
24,Male,European-American/White,Houston,TX,harris,2014,48201
24,Male,African-American/Black,Houston,TX,harris,2014,48201
24,Female,European-American/White,Duncan,SC,spartanburg,2014,45083
24,Male,European-American/White,Perry,GA,houston,2014,13153
24,Male,Hispanic/Latino,Los Angeles,CA,los angeles,2014,6037
24,Male,African-American/Black,East Point,GA,fulton,2014,13121
24,Male,Hispanic/Latino,Yakima,WA,yakima,2014,53077
24,Male,European-American/White,Bradenton,FL,manatee,2014,12081
24,Female,African-American/Black,Westley,CA,stanislaus,2014,6099
24,Male,African-American/Black,Baton Rouge,LA,e. baton rouge,2014,22033
24,Male,Hispanic/Latino,Payette,ID,payette,2014,16075
24,Male,African-American/Black,Kansas City,KS,wyandotte,2014,20209
24,Male,European-American/White,Oroville,CA,butte,2014,6007
24,Male,European-American/White,Red Wing,MN,goodhue,2014,27049
24,Male,European-American/White,Carlsbad,NM,eddy,2014,35015
24,Male,African-American/Black,Lawrenceville,GA,gwinnett,2014,13135
24,Male,African-American/Black,Compton,CA,los angeles,2014,6037
24,Male,Hispanic/Latino,Wayland,MI,allegan,2014,26005
24,Male,African-American/Black,Lakeland,FL,polk,2014,12105
24,Female,Hispanic/Latino,La Joya,TX,hidalgo,2014,48215
24,Male,European-American/White,Germantown,TN,shelby,2014,47157
24,Male,European-American/White,Bealeton,VA,fauquier,2014,51061
24,Male,Hispanic/Latino,Pico Rivera,CA,los angeles,2014,6037
24,Female,European-American/White,Santa Cruz,CA,santa cruz,2014,6087
24,Male,African-American/Black,Bunnel,FL,flagler,2014,12035
24,Female,European-American/White,Houston,TX,harris,2014,48201
24,Male,European-American/White,Vernon Hills,IL,lake,2014,17097
24,Male,European-American/White,Austin,TX,travis,2014,48453
24,Male,Native American/Alaskan,Richmond,CA,contra costa,2014,6013
24,Male,African-American/Black,Gretna,FL,gadsden,2014,12039
24,Male,European-American/White,Macomb,MI,macomb,2014,26099
24,Male,European-American/White,Elko,NV,elko,2014,32007
24,Male,African-American/Black,Bellaire,TX,harris,2014,48201
24,Male,African-American/Black,Ville Platte,LA,evangeline,2014,22039
24,Male,African-American/Black,Sanford,NC,lee,2014,37105
24,Male,African-American/Black,Chicago,IL,cook,2014,17031
24,Male,African-American/Black,Charlotte,NC,mecklenburg,2015,37119
24,Male,African-American/Black,St. Paul,MN,ramsey,2015,27123
24,Male,European-American/White,Bloomington,MN,hennepin,2015,27053
24,Male,Hispanic/Latino,Los Angeles,CA,los angeles,2015,6037
24,Male,Hispanic/Latino,Tahoka,TX,lynn,2015,48305
24,Male,European-American/White,Provo,UT,utah,2015,49049
24,Male,European-American/White,Pelzer,SC,anderson,2015,45007
24,Male,European-American/White,Dublin,NC,bladen,2015,37017
24,Male,Native American/Alaskan,Lukachukai,AZ,apache,2015,4001
24,Male,Asian/Pacific Islander,Richmond,CA,contra costa,2015,6013
24,Male,Hispanic/Latino,Houston,TX,harris,2015,48201
24,Male,Hispanic/Latino,Mission,TX,hidalgo,2015,48215
24,Male,African-American/Black,New York,NY,new york,2015,36061
24,Male,European-American/White,Hackensack,NJ,bergen,2015,34003
24,Male,European-American/White,Bossier City,LA,bossier,2015,22015
24,Male,European-American/White,Edmond,OK,oklahoma,2015,40109
24,Male,European-American/White,Lorain,OH,lorain,2015,39093
24,Male,African-American/Black,Chester,PA,chester,2015,42029
24,Female,European-American/White,North Augusta,SC,aiken,2015,45003
24,Male,Hispanic/Latino,Azusa,CA,los angeles,2015,6037
24,Male,Hispanic/Latino,McMinnville,OR,yamhill,2015,41071
24,Male,European-American/White,Chatsworth,GA,murray,2015,13213
24,Male,European-American/White,River Forest,IL,cook,2015,17031
24,Male,Middle Eastern,Chattanooga,TN,hamilton,2015,47065
24,Male,Hispanic/Latino,Brownsville,TX,cameron,2015,48061
24,Male,Hispanic/Latino,Chicago,IL,cook,2015,17031
24,Male,Hispanic/Latino,Houston,TX,harris,2015,48201
24,Male,European-American/White,Oakland Park,FL,broward,2015,12011
24,Male,Hispanic/Latino,Las Vegas,NV,clark,2015,32003
24,Male,African-American/Black,Houston,TX,harris,2015,48201
24,Male,African-American/Black,Summerville,SC,dorchester,2015,45035
24,Male,European-American/White,Gilbert,AZ,maricopa,2015,4013
24,Male,European-American/White,Odessa,TX,ector,2015,48135
24,Male,African-American/Black,Oakland,CA,alameda,2015,6001
24,Male,African-American/Black,Bloomfield Hills,MI,oakland,2015,26125
24,Male,Asian/Pacific Islander,Dallas,TX,dallas,2015,48113
24,Male,European-American/White,Akron,OH,summit,2015,39153
24,Male,European-American/White,Bogart,GA,oconee,2015,13219
24,Male,Hispanic/Latino,Auburndale,FL,polk,2015,12105
24,Male,Hispanic/Latino,Dallas,TX,dallas,2015,48113
24,Male,Hispanic/Latino,Philadelphia,PA,philadelphia,2015,42101
24,Male,African-American/Black,Houston,TX,harris,2015,48201
24,Male,African-American/Black,Minneapolis,MN,hennepin,2015,27053
24,Male,European-American/White,Colbert,OK,bryan,2015,40013
24,Male,African-American/Black,Camden,NJ,camden,2015,34007
24,Male,European-American/White,Irving,TX,dallas,2015,48113
24,Male,African-American/Black,Chattanooga,TN,hamilton,2015,47065
24,Male,African-American/Black,Concord,VA,campbell,2015,51031
24,Female,Asian/Pacific Islander,Encinitas,CA,san diego,2015,6073
24,Male,African-American/Black,Lansing,MI,ingham,2015,26065
24,Male,European-American/White,Culbertson,NE,hitchcock,2015,31087
24,Male,African-American/Black,Southfield,MI,oakland,2016,26125
24,Male,Hispanic/Latino,Los Angeles,CA,los angeles,2016,6037
24,Female,Hispanic/Latino,Pembroke Pines,FL,broward,2016,12011
24,Transgender,European-American/White,Mesa,AZ,maricopa,2016,4013
24,Male,African-American/Black,Riverdale,GA,clayton,2016,13063
24,Male,European-American/White,Westminster,CO,adams,2016,8001
24,Male,African-American/Black,Raleigh,NC,wake,2016,37183
24,Male,African-American/Black,Pawtucket,RI,providence,2016,44007
24,Male,European-American/White,Chandler,AZ,maricopa,2016,4013
24,Female,European-American/White,Albuquerque,NM,bernalillo,2016,35001
24,Male,African-American/Black,Evans,CO,weld,2016,8123
24,Male,African-American/Black,Miami Gardens,FL,miami-dade,2016,12086
24,Male,European-American/White,Council Bluffs,IA,pottawattamie,2016,19155
24,Male,Asian/Pacific Islander,Des Moines,IA,polk,2016,19153
24,Male,Hispanic/Latino,Lawndale,NC,cleveland,2016,37045
24,Male,European-American/White,Guffey,CO,park,2016,8093
24,Male,Hispanic/Latino,Reno,NV,washoe,2016,32031
24,Female,European-American/White,Yuma,AZ,yuma,2016,4027
24,Male,African-American/Black,Elizabeth,NJ,union,2016,34039
24,Male,European-American/White,Scottsdale,AZ,maricopa,2016,4013
24,Female,African-American/Black,Philadelphia,PA,philadelphia,2016,42101
24,Male,African-American/Black,Raleigh,NC,wake,2016,37183
24,Male,African-American/Black,Henderson,TN,chester,2016,47023
24,Male,African-American/Black,Hot Springs,AR,garland,2016,5051
24,Male,Hispanic/Latino,Dallas,TX,dallas,2016,48113
24,Male,Hispanic/Latino,Dallas,TX,dallas,2016,48113
24,Male,Hispanic/Latino,Elberton,GA,elbert,2016,13105
24,Male,European-American/White,Grand Junction,CO,mesa,2016,8077
24,Male,African-American/Black,Savannah,GA,chatham,2016,13051
24,Male,African-American/Black,Knoxville,TN,knox,2016,47093
24,Male,Hispanic/Latino,San Antonio,TX,bexar,2016,48029
24,Male,African-American/Black,San Antonio,TX,bexar,2016,48029
24,Male,European-American/White,Medicine Lodge,KS,barber,2016,20007
24,Male,African-American/Black,Coalinga,CA,fresno,2016,6019
24,Male,European-American/White,Anderson,IN,madison,2017,18095
24,Male,African-American/Black,Atlanta,GA,fulton,2017,13121
24,Female,European-American/White,Newark,OH,licking,2017,39089
24,Male,African-American/Black,Bridgeton,NJ,cumberland,2017,34011
24,Male,African-American/Black,Durham,NC,durham,2017,37063
24,Male,African-American/Black,Reno,NV,washoe,2017,32031
24,Male,Hispanic/Latino,Santa Clara,CA,santa clara,2017,6085
24,Male,Native American/Alaskan,Mandan,ND,morton,2017,38059
24,Male,European-American/White,Hamilton,OH,butler,2017,39017
24,Male,African-American/Black,St. Louis,MO,NA,2015,29510
24,Male,Hispanic/Latino,Phoenix,AZ,NA,2013,4013
24,Male,Hispanic/Latino,Phoenix,AZ,NA,2017,4013
24,Male,European-American/White,Tucson,AZ,NA,2016,4019
24,Male,Race unspecified,Tucson,AZ,NA,2016,4019
24,Male,Race unspecified,Englewood,OH,NA,2016,39113
24,Male,European-American/White,Quincy,IL,NA,2015,17001
24,Male,Race unspecified,Prichard,AL,NA,2017,1097
24,Male,European-American/White,Vienna,WV,NA,2014,54107
