GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ADK5E001,ADK5E002,ADK5E003,ADK5E004,ADK5E005,ADK5E006,ADK5E007,ADK5E008,ADK5E009,ADK5E010,ADK5E011,ADK5E012,ADK5E013,ADK5E014,ADK5E015,ADK5E016,ADK5E017,ADK5E018,ADK5E019,ADK5E020,ADK5E021,NAME_M,ADK5M001,ADK5M002,ADK5M003,ADK5M004,ADK5M005,ADK5M006,ADK5M007,ADK5M008,ADK5M009,ADK5M010,ADK5M011,ADK5M012,ADK5M013,ADK5M014,ADK5M015,ADK5M016,ADK5M017,ADK5M018,ADK5M019,ADK5M020,ADK5M021
"G1801270","2011-2015",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Porter County, Indiana",166570,151199,140793,5272,361,2373,114,118,2168,0,2168,15371,12455,429,16,30,0,1751,690,369,321,"Porter County, Indiana",0,0,75,359,138,127,77,87,397,27,397,0,548,257,27,46,27,438,211,164,149
"G1801290","2011-2015",,,"Indiana","18","Posey County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Posey County, Indiana",25567,25303,24655,339,0,109,0,0,200,17,183,264,201,0,0,0,0,63,0,0,0,"Posey County, Indiana",0,0,21,105,21,35,21,21,110,26,107,0,65,21,21,21,21,65,21,21,21
"G1801310","2011-2015",,,"Indiana","18","Pulaski County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Indiana",13047,12684,12381,36,12,54,0,0,201,0,201,363,201,24,0,0,0,115,23,0,23,"Pulaski County, Indiana",0,0,18,32,11,18,18,18,34,18,34,0,75,36,18,18,18,79,35,18,35
"G1801330","2011-2015",,,"Indiana","18","Putnam County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Indiana",37650,36985,34596,1499,61,328,0,12,489,49,440,665,476,54,16,0,0,79,40,0,40,"Putnam County, Indiana",0,0,68,181,59,56,24,15,191,67,178,0,88,38,17,24,24,74,32,24,32
"G1801350","2011-2015",,,"Indiana","18","Randolph County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Indiana",25596,24782,24184,94,31,15,0,36,422,0,422,814,679,0,0,0,0,86,49,28,21,"Randolph County, Indiana",0,0,48,46,28,15,21,48,55,21,55,0,109,21,21,21,21,90,52,38,30
"G1801370","2011-2015",,,"Indiana","18","Ripley County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ripley County, Indiana",28612,28126,27500,136,68,308,0,3,111,16,95,486,269,0,0,0,0,138,79,8,71,"Ripley County, Indiana",0,0,27,42,85,118,21,6,61,26,63,0,92,21,21,21,21,86,72,11,72
"G1801390","2011-2015",,,"Indiana","18","Rush County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rush County, Indiana",16991,16776,16391,148,0,39,0,37,161,0,161,215,121,9,0,0,0,64,21,21,0,"Rush County, Indiana",0,0,18,57,18,40,18,51,57,18,57,0,74,19,18,18,18,64,31,31,18
"G1801410","2011-2015",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Joseph County, Indiana",267246,245995,198873,34079,701,5294,200,221,6627,232,6395,21251,13664,453,168,86,37,5223,1620,1069,551,"St. Joseph County, Indiana",0,0,130,602,170,271,60,110,726,114,713,0,837,216,108,133,31,772,350,323,162
"G1801430","2011-2015",,,"Indiana","18","Scott County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Indiana",23783,23378,22938,59,30,87,0,6,258,0,258,405,221,7,0,0,0,140,37,37,0,"Scott County, Indiana",0,0,11,42,37,65,21,11,88,21,88,0,90,13,21,21,21,89,33,33,21
"G1801450","2011-2015",,,"Indiana","18","Shelby County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Indiana",44441,42726,41258,562,18,327,0,157,404,0,404,1715,689,0,113,0,0,898,15,15,0,"Shelby County, Indiana",0,0,141,126,31,37,24,141,130,24,130,0,216,24,141,24,24,237,27,27,24
"G1801470","2011-2015",,,"Indiana","18","Spencer County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spencer County, Indiana",20856,20303,19905,124,45,66,12,0,151,0,151,553,165,0,8,0,0,364,16,13,3,"Spencer County, Indiana",0,0,21,66,33,30,22,21,75,21,75,0,131,21,13,21,21,136,22,20,5
"G1801490","2011-2015",,,"Indiana","18","Starke County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Starke County, Indiana",23117,22314,21861,154,15,73,0,0,211,12,199,803,247,0,0,0,0,450,106,106,0,"Starke County, Indiana",0,0,17,82,17,17,21,21,81,17,78,0,154,21,21,21,21,191,85,85,21
"G1801510","2011-2015",,,"Indiana","18","Steuben County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steuben County, Indiana",34267,33159,32318,87,16,147,11,26,554,0,554,1108,1027,0,0,0,0,35,46,0,46,"Steuben County, Indiana",0,0,39,40,15,43,14,39,66,24,66,0,50,24,24,24,24,36,34,24,34
"G1801530","2011-2015",,,"Indiana","18","Sullivan County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, Indiana",21111,20758,19479,951,53,47,0,0,228,0,228,353,239,5,4,0,0,105,0,0,0,"Sullivan County, Indiana",0,0,21,42,31,52,21,21,71,21,71,0,95,9,11,21,21,99,21,21,21
"G1801550","2011-2015",,,"Indiana","18","Switzerland County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Switzerland County, Indiana",10500,10426,10142,104,19,25,0,0,136,0,136,74,28,0,0,0,0,46,0,0,0,"Switzerland County, Indiana",0,53,18,70,27,27,18,18,61,18,61,53,29,18,18,18,18,50,18,18,18
"G1801570","2011-2015",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tippecanoe County, Indiana",180952,166592,141842,7951,158,13029,10,81,3521,186,3335,14360,11988,115,30,5,12,1687,523,402,121,"Tippecanoe County, Indiana",0,0,70,411,74,290,19,66,499,127,495,0,542,127,35,9,22,463,274,242,118
"G1801590","2011-2015",,,"Indiana","18","Tipton County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tipton County, Indiana",15573,15172,14902,24,0,9,41,0,196,0,196,401,244,0,0,0,0,134,23,23,0,"Tipton County, Indiana",0,0,18,22,18,15,59,18,65,18,65,0,106,18,18,18,18,86,46,46,18
"G1801610","2011-2015",,,"Indiana","18","Union County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Indiana",7299,7246,7026,12,0,44,0,0,164,0,164,53,6,0,0,0,0,1,46,46,0,"Union County, Indiana",0,63,16,10,16,50,16,16,77,16,77,63,10,16,16,16,16,3,62,62,16
"G1801630","2011-2015",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vanderburgh County, Indiana",181305,176890,153326,16391,351,1940,155,209,4518,51,4467,4415,2875,29,21,2,0,1289,199,181,18,"Vanderburgh County, Indiana",0,0,74,466,123,241,48,117,521,49,528,0,411,32,25,4,27,415,154,150,28
"G1801650","2011-2015",,,"Indiana","18","Vermillion County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vermillion County, Indiana",15860,15693,15388,50,56,47,0,40,112,0,112,167,165,2,0,0,0,0,0,0,0,"Vermillion County, Indiana",0,0,65,29,19,19,18,65,40,18,40,0,4,5,18,18,18,18,18,18,18
"G1801670","2011-2015",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vigo County, Indiana",108268,105569,93234,6571,262,2038,5,53,3406,68,3338,2699,1518,25,12,13,0,868,263,254,9,"Vigo County, Indiana",0,0,42,404,75,122,10,32,412,48,403,0,280,22,18,25,27,251,147,146,13
"G1801690","2011-2015",,,"Indiana","18","Wabash County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wabash County, Indiana",32358,31599,30652,270,242,90,0,17,328,19,309,759,405,0,0,0,0,279,75,70,5,"Wabash County, Indiana",0,0,37,81,71,71,24,30,127,24,127,0,151,24,24,24,24,118,97,97,9
"G1801710","2011-2015",,,"Indiana","18","Warren County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Indiana",8367,8261,8110,47,13,8,0,11,72,0,72,106,97,0,0,0,0,9,0,0,0,"Warren County, Indiana",0,0,12,45,21,10,16,12,41,16,41,0,16,16,16,16,16,16,16,16,16
"G1801730","2011-2015",,,"Indiana","18","Warrick County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warrick County, Indiana",60995,59946,56912,943,118,1267,16,12,678,8,670,1049,775,14,18,0,0,124,118,63,55,"Warrick County, Indiana",0,0,23,197,67,162,25,19,272,14,270,0,127,24,26,27,27,120,83,56,60
"G1801750","2011-2015",,,"Indiana","18","Washington County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Indiana",27930,27548,27079,29,113,44,0,12,271,0,271,382,310,0,0,0,0,22,50,50,0,"Washington County, Indiana",0,0,19,32,94,42,21,19,106,21,106,0,89,21,21,21,21,39,78,78,21
"G1801770","2011-2015",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Indiana",67866,66043,60261,3191,46,532,0,53,1960,15,1945,1823,838,70,21,0,0,866,28,27,1,"Wayne County, Indiana",0,0,48,255,30,169,27,42,292,17,289,0,277,81,32,27,27,293,24,25,2
"G1801790","2011-2015",,,"Indiana","18","Wells County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wells County, Indiana",27796,27112,26532,155,93,168,0,25,139,0,139,684,381,37,40,0,0,214,12,12,0,"Wells County, Indiana",0,0,21,64,63,21,21,41,92,21,92,0,150,50,54,21,21,140,22,22,21
"G1801810","2011-2015",,,"Indiana","18","White County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Indiana",24388,22557,22013,88,9,59,0,27,361,28,333,1831,1010,0,7,0,0,718,96,83,13,"White County, Indiana",0,0,45,53,14,22,21,41,65,28,67,0,306,21,11,21,21,283,71,65,22
"G1801830","2011-2015",,,"Indiana","18","Whitley County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Whitley County, Indiana",33330,32706,31963,121,119,115,0,30,358,0,358,624,262,0,55,0,0,159,148,24,124,"Whitley County, Indiana",0,0,45,43,51,41,24,45,80,24,80,0,117,24,79,24,24,110,125,33,129
"G1900010","2011-2015",,,"Iowa","19","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adair County, Iowa",7426,7312,7217,27,2,24,0,0,42,0,42,114,95,0,0,0,0,13,6,0,6,"Adair County, Iowa",0,0,13,20,4,19,13,13,22,13,22,0,15,13,13,13,13,14,7,13,7
"G1900030","2011-2015",,,"Iowa","19","Adams County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Iowa",3892,3861,3775,27,0,11,0,0,48,0,48,31,13,0,2,0,0,0,16,12,4,"Adams County, Iowa",0,19,9,26,9,12,9,9,19,9,19,19,15,9,3,9,9,9,11,11,4
"G1900050","2011-2015",,,"Iowa","19","Allamakee County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allamakee County, Iowa",14060,13295,12939,99,8,39,3,15,192,0,192,765,653,0,21,0,0,31,60,14,46,"Allamakee County, Iowa",0,0,25,56,10,23,7,25,54,15,54,0,68,15,23,15,15,34,51,24,43
"G1900070","2011-2015",,,"Iowa","19","Appanoose County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Appanoose County, Iowa",12669,12467,12184,39,4,47,0,0,193,0,193,202,163,4,0,0,0,13,22,8,14,"Appanoose County, Iowa",0,0,15,34,7,24,15,15,42,15,42,0,35,5,15,15,15,17,28,14,22
"G1900090","2011-2015",,,"Iowa","19","Audubon County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Audubon County, Iowa",5869,5820,5721,9,11,19,0,0,60,0,60,49,11,10,28,0,0,0,0,0,0,"Audubon County, Iowa",0,32,13,11,9,17,13,13,35,13,35,32,12,15,33,13,13,13,13,13,13
"G1900110","2011-2015",,,"Iowa","19","Benton County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Iowa",25803,25465,24974,181,8,46,0,33,223,0,223,338,252,0,0,9,0,32,45,20,25,"Benton County, Iowa",0,0,48,57,12,29,17,48,66,17,66,0,78,17,17,14,17,47,48,27,34
"G1900130","2011-2015",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Black Hawk County, Iowa",132496,127181,110028,11920,292,2187,23,193,2538,104,2434,5315,2884,210,35,59,0,1804,323,294,29,"Black Hawk County, Iowa",0,0,92,369,112,204,28,131,393,87,378,0,423,212,41,53,22,404,159,154,27
"G1900150","2011-2015",,,"Iowa","19","Boone County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Iowa",26401,25789,25081,235,54,80,10,0,329,0,329,612,577,0,0,5,0,30,0,0,0,"Boone County, Iowa",0,0,17,132,44,76,16,17,124,17,124,0,29,17,17,8,17,28,17,17,17
"G1900170","2011-2015",,,"Iowa","19","Bremer County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bremer County, Iowa",24539,24227,23547,269,49,187,45,18,112,0,112,312,190,0,0,0,0,42,80,53,27,"Bremer County, Iowa",0,0,25,50,17,53,58,25,57,17,57,0,61,17,17,17,17,28,56,41,39
"G1900190","2011-2015",,,"Iowa","19","Buchanan County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buchanan County, Iowa",20998,20702,20294,79,67,95,0,8,159,0,159,296,220,0,6,0,0,70,0,0,0,"Buchanan County, Iowa",0,0,11,50,18,26,17,11,56,17,56,0,50,17,7,17,17,50,17,17,17
"G1900210","2011-2015",,,"Iowa","19","Buena Vista County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buena Vista County, Iowa",20507,15515,13107,544,2,1567,181,11,103,0,103,4992,3504,46,4,22,0,1108,308,148,160,"Buena Vista County, Iowa",0,0,18,24,4,51,17,18,58,17,58,0,444,54,6,32,17,431,236,111,207
"G1900230","2011-2015",,,"Iowa","19","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Iowa",14966,14804,14552,59,16,70,0,0,107,0,107,162,150,0,4,0,0,0,8,0,8,"Butler County, Iowa",0,0,15,39,23,39,15,15,43,15,43,0,17,15,6,15,15,15,12,15,12
"G1900250","2011-2015",,,"Iowa","19","Calhoun County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Iowa",9914,9746,9419,134,41,29,0,4,119,0,119,168,114,0,3,0,0,17,34,21,13,"Calhoun County, Iowa",0,0,5,45,39,9,13,5,43,13,43,0,34,13,5,13,13,16,29,21,20
"G1900270","2011-2015",,,"Iowa","19","Carroll County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Iowa",20629,20195,19750,314,14,16,7,0,94,0,94,434,275,0,0,0,0,69,90,90,0,"Carroll County, Iowa",0,0,17,106,18,21,12,17,96,17,96,0,90,17,17,17,17,77,68,68,17
"G1900290","2011-2015",,,"Iowa","19","Cass County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Iowa",13590,13277,13030,57,24,52,14,0,100,15,85,313,223,0,21,0,0,49,20,20,0,"Cass County, Iowa",0,0,3,48,11,5,16,15,40,14,33,0,73,15,27,15,15,48,24,24,15
"G1900310","2011-2015",,,"Iowa","19","Cedar County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar County, Iowa",18375,18058,17668,72,5,113,0,0,200,0,200,317,203,0,9,0,0,53,52,36,16,"Cedar County, Iowa",0,0,15,58,11,48,15,15,78,15,78,0,45,15,11,15,15,39,26,23,15
"G1900330","2011-2015",,,"Iowa","19","Cerro Gordo County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cerro Gordo County, Iowa",43481,41642,39979,533,73,492,0,0,565,0,565,1839,1346,11,25,0,0,249,208,123,85,"Cerro Gordo County, Iowa",0,0,20,130,53,67,20,20,160,20,160,0,208,18,47,20,20,144,103,85,59
"G1900350","2011-2015",,,"Iowa","19","Cherokee County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, Iowa",11853,11486,11183,54,42,13,0,14,180,0,180,367,351,0,0,0,0,9,7,0,7,"Cherokee County, Iowa",0,0,23,45,41,16,15,23,44,15,44,0,21,15,15,15,15,15,12,15,12
"G1900370","2011-2015",,,"Iowa","19","Chickasaw County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chickasaw County, Iowa",12244,11966,11778,49,9,69,0,0,61,19,42,278,231,18,0,0,0,23,6,6,0,"Chickasaw County, Iowa",0,0,23,42,16,46,15,15,39,23,32,0,31,18,15,15,15,20,7,7,15
"G1900390","2011-2015",,,"Iowa","19","Clarke County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clarke County, Iowa",9280,8224,8157,13,0,42,0,0,12,0,12,1056,753,0,0,0,0,247,56,0,56,"Clarke County, Iowa",0,0,46,18,13,39,13,13,11,13,11,0,196,13,13,13,13,204,75,13,75
"G1900410","2011-2015",,,"Iowa","19","Clay County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Iowa",16537,16034,15637,91,18,29,63,0,196,0,196,503,220,27,0,0,0,200,56,6,50,"Clay County, Iowa",0,0,15,97,22,29,62,15,103,15,103,0,128,38,15,15,15,171,56,8,56
"G1900430","2011-2015",,,"Iowa","19","Clayton County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clayton County, Iowa",17806,17480,17158,166,9,56,0,0,91,8,83,326,226,0,0,0,0,12,88,75,13,"Clayton County, Iowa",0,0,15,19,12,23,15,15,30,16,28,0,66,15,15,15,15,14,62,59,17
"G1900450","2011-2015",,,"Iowa","19","Clinton County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Iowa",48365,46966,44351,1324,197,322,0,0,772,30,742,1399,929,28,0,0,0,285,157,70,87,"Clinton County, Iowa",0,0,33,158,44,50,20,20,171,33,167,0,160,43,20,20,20,162,116,76,83
"G1900470","2011-2015",,,"Iowa","19","Crawford County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Iowa",17252,12594,11924,166,148,54,31,4,267,0,267,4658,3866,43,0,0,0,612,137,0,137,"Crawford County, Iowa",0,0,5,143,102,48,45,5,80,15,80,0,396,59,15,15,15,323,175,15,175
"G1900490","2011-2015",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas County, Iowa",74892,70258,65231,824,50,2551,68,152,1382,31,1351,4634,3663,19,0,0,0,774,178,105,73,"Dallas County, Iowa",0,0,156,166,32,166,71,158,209,58,221,0,324,31,22,22,22,323,107,86,75
"G1900510","2011-2015",,,"Iowa","19","Davis County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davis County, Iowa",8742,8637,8507,18,0,27,0,0,85,0,85,105,105,0,0,0,0,0,0,0,0,"Davis County, Iowa",0,0,13,18,13,10,13,13,22,13,22,0,13,13,13,13,13,13,13,13,13
"G1900530","2011-2015",,,"Iowa","19","Decatur County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Decatur County, Iowa",8249,8024,7679,139,42,58,13,0,93,0,93,225,196,0,0,0,0,11,18,14,4,"Decatur County, Iowa",0,0,13,30,13,26,16,13,39,13,39,0,24,13,13,13,13,15,20,19,6
"G1900550","2011-2015",,,"Iowa","19","Delaware County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Delaware County, Iowa",17507,17312,17058,39,0,52,0,0,163,0,163,195,144,0,3,7,0,7,34,15,19,"Delaware County, Iowa",0,0,15,43,15,14,15,15,44,15,44,0,51,15,4,11,15,8,48,19,31
"G1900570","2011-2015",,,"Iowa","19","Des Moines County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Des Moines County, Iowa",40208,39050,35549,2186,45,252,0,9,1009,0,1009,1158,996,8,0,0,0,119,35,23,12,"Des Moines County, Iowa",0,0,14,188,54,69,20,14,210,20,210,0,89,13,20,20,20,72,35,31,13
"G1900590","2011-2015",,,"Iowa","19","Dickinson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dickinson County, Iowa",16967,16697,16404,52,23,39,33,0,146,0,146,270,179,0,0,0,0,30,61,43,18,"Dickinson County, Iowa",0,0,15,23,25,38,45,15,66,15,66,0,63,15,15,15,15,38,41,40,20
"G1900610","2011-2015",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dubuque County, Iowa",95906,93840,88302,1849,74,1259,300,8,2048,10,2038,2066,1486,13,17,14,0,202,334,80,254,"Dubuque County, Iowa",0,0,12,271,55,112,21,12,294,14,295,0,216,22,30,18,22,147,185,46,187
"G1900630","2011-2015",,,"Iowa","19","Emmet County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Emmet County, Iowa",9917,9023,8776,142,38,17,0,0,50,0,50,894,799,7,0,0,10,38,40,22,18,"Emmet County, Iowa",0,0,13,58,41,13,13,13,34,13,34,0,67,12,13,13,16,32,34,30,17
"G1900650","2011-2015",,,"Iowa","19","Fayette County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Iowa",20589,20141,19470,223,50,157,0,0,241,19,222,448,320,0,55,0,0,39,34,34,0,"Fayette County, Iowa",0,0,27,103,51,28,17,17,99,27,97,0,82,17,56,17,17,34,36,36,17
"G1900670","2011-2015",,,"Iowa","19","Floyd County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Floyd County, Iowa",16050,15691,15029,319,1,81,7,7,247,0,247,359,173,6,0,40,0,51,89,77,12,"Floyd County, Iowa",0,0,7,124,2,67,11,7,101,15,101,0,84,11,15,66,15,50,91,99,13
"G1900690","2011-2015",,,"Iowa","19","Franklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Iowa",10489,9282,9072,101,0,24,0,22,63,0,63,1207,588,11,7,0,0,533,68,68,0,"Franklin County, Iowa",0,0,33,57,15,24,15,33,47,15,47,0,179,15,10,15,15,174,87,87,15
"G1900710","2011-2015",,,"Iowa","19","Fremont County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Iowa",7106,6926,6780,10,36,0,0,0,100,3,97,180,100,11,9,0,0,60,0,0,0,"Fremont County, Iowa",0,0,4,11,25,13,13,13,27,4,28,0,48,13,10,13,13,49,13,13,13
"G1900730","2011-2015",,,"Iowa","19","Greene County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Iowa",9174,8940,8751,5,4,40,3,0,137,0,137,234,231,0,0,0,0,0,3,3,0,"Greene County, Iowa",0,0,13,5,5,17,6,13,19,13,19,0,4,13,13,13,13,13,4,4,13
"G1900750","2011-2015",,,"Iowa","19","Grundy County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grundy County, Iowa",12407,12257,12073,51,16,47,0,0,70,0,70,150,123,0,0,0,0,13,14,14,0,"Grundy County, Iowa",0,0,15,31,17,7,15,15,28,15,28,0,29,15,15,15,15,14,18,18,15
"G1900770","2011-2015",,,"Iowa","19","Guthrie County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guthrie County, Iowa",10740,10512,10319,81,12,16,25,0,59,0,59,228,176,0,0,0,0,49,3,0,3,"Guthrie County, Iowa",0,0,15,44,8,22,35,15,18,15,18,0,30,15,15,15,15,29,5,15,5
"G1900790","2011-2015",,,"Iowa","19","Hamilton County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Iowa",15297,14474,13868,102,0,342,0,0,162,0,162,823,458,0,0,0,0,357,8,8,0,"Hamilton County, Iowa",0,0,15,48,15,53,15,15,74,15,74,0,170,15,15,15,15,170,19,19,15
"G1900810","2011-2015",,,"Iowa","19","Hancock County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Iowa",11092,10684,10445,72,14,29,0,0,124,0,124,408,324,0,0,5,8,45,26,23,3,"Hancock County, Iowa",0,0,15,40,21,14,15,15,46,15,46,0,36,15,15,6,11,33,20,20,4
"G1900830","2011-2015",,,"Iowa","19","Hardin County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Iowa",17393,16708,16171,163,43,167,0,9,155,3,152,685,488,15,5,0,0,162,15,6,9,"Hardin County, Iowa",0,0,6,63,44,91,15,17,91,6,89,0,117,23,8,15,15,105,18,7,16
"G1900850","2011-2015",,,"Iowa","19","Harrison County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Iowa",14467,14268,14005,8,55,39,4,13,144,0,144,199,120,0,3,0,0,21,55,49,6,"Harrison County, Iowa",0,0,18,9,25,8,6,18,29,15,29,0,31,15,4,15,15,16,32,38,10
"G1900870","2011-2015",,,"Iowa","19","Henry County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Iowa",20080,19188,17852,458,56,437,0,2,383,4,379,892,619,20,0,0,0,237,16,14,2,"Henry County, Iowa",0,0,5,79,26,109,15,4,139,4,139,0,185,35,15,15,15,179,24,22,6
"G1900890","2011-2015",,,"Iowa","19","Howard County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Iowa",9494,9353,9188,31,1,21,0,9,103,0,103,141,140,0,0,0,0,1,0,0,0,"Howard County, Iowa",0,0,13,38,3,26,13,13,52,13,52,0,2,13,13,13,13,2,13,13,13
"G1900910","2011-2015",,,"Iowa","19","Humboldt County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, Iowa",9674,9312,9140,13,7,23,0,0,129,0,129,362,337,0,0,0,0,20,5,0,5,"Humboldt County, Iowa",0,0,13,13,9,18,13,13,27,13,27,0,28,13,13,13,13,29,6,13,6
"G1900930","2011-2015",,,"Iowa","19","Ida County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ida County, Iowa",7071,6934,6802,38,28,24,0,3,39,0,39,137,111,1,6,0,0,17,2,2,0,"Ida County, Iowa",0,0,4,40,31,11,13,4,28,13,28,0,25,2,10,13,13,20,3,3,13
"G1900950","2011-2015",,,"Iowa","19","Iowa County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iowa County, Iowa",16344,15977,15689,137,7,31,11,5,97,0,97,367,321,0,0,0,0,18,28,0,28,"Iowa County, Iowa",0,0,7,51,9,35,17,7,34,15,34,0,61,15,15,15,15,33,47,15,47
"G1900970","2011-2015",,,"Iowa","19","Jackson County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Iowa",19572,19310,18796,35,10,79,117,4,269,0,269,262,248,0,3,0,0,6,5,0,5,"Jackson County, Iowa",0,0,5,33,13,28,6,5,46,15,46,0,15,15,4,15,15,11,8,15,8
"G1900990","2011-2015",,,"Iowa","19","Jasper County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Iowa",36726,36086,34838,542,75,211,14,0,406,0,406,640,480,0,31,0,0,51,78,7,71,"Jasper County, Iowa",0,0,20,89,58,77,17,20,131,20,131,0,102,20,37,20,20,47,84,10,83
